id,x,y,T,phi
0,0.000836249,0.000881556,4756.77,5.01193e-05
1,0.000727551,0.000749522,6588.75,0.000143535
2,0.000854025,0.000839238,430.408,0
3,0.000765978,0.000858609,436.32,0
4,0.000777954,0.000769297,302.146,0
5,0.000795843,0.000776616,300.104,0
6,0.000896878,0.000800474,8699.76,0.000288337
7,0.000726318,0.00073297,10743,0.000460375
8,0.000878131,0.000803471,1166.55,0
9,0.000784997,0.000797646,300.013,0
10,0.000860536,0.000818276,513.64,0
11,0.000810661,0.000898101,8763.01,0.000290701
12,0.00077785,0.000779618,300.447,0
13,0.000861501,0.000793496,497.093,0
14,0.000843529,0.000747342,685.138,0
15,0.000721477,0.000825242,1391.33,0
16,0.000810766,0.000795909,300.013,0
17,0.000743573,0.000849486,648.632,0
18,0.000801513,0.000812545,300.012,0
19,0.000780012,0.000755159,306.787,0
20,0.000838992,0.000732328,892.984,0
21,0.000767742,0.000826326,302.129,0
22,0.000801438,0.000757335,306.042,0
23,0.000817031,0.00086294,507.147,0
24,0.000873892,0.000814729,1218.78,0
25,0.00071276,0.000828495,3803.33,1.99987e-05
26,0.000856304,0.000772047,367.401,0
27,0.00076055,0.000875607,2172.88,0
28,0.000725118,0.000790141,1163.3,0
29,0.000854869,0.000718752,11548.6,0.000564629
30,0.000716227,0.000778663,3850.77,2.12696e-05
31,0.000874782,0.00078341,1237.53,0
32,0.000787329,0.000876875,1256.27,0
33,0.000827629,0.000846897,310.734,0
34,0.000788916,0.000805789,300.013,0
35,0.000783042,0.000860508,524.197,0
36,0.000803749,0.000811258,300.012,0
37,0.000821065,0.000718332,4197.02,3.17207e-05
38,0.000869646,0.000765228,872.094,0
39,0.000869442,0.000758908,1516.83,0
40,0.000712414,0.000828793,3803.33,1.99987e-05
41,0.00077874,0.000822408,300.451,0
42,0.000758778,0.000729366,3303.27,8.90117e-06
43,0.000788104,0.00087597,1256.27,0
44,0.000744455,0.000850271,1228.06,0
45,0.000857396,0.000719857,11548.6,0.000564629
46,0.000807471,0.000884625,3370.31,1.08682e-05
47,0.000848979,0.000812718,306.94,0
48,0.000864653,0.000854098,2709.14,1.01278e-06
49,0.0008198,0.000863256,507.147,0
50,0.000706486,0.000814588,8767.01,0.000290792
51,0.000774806,0.000729303,1372.95,0
52,0.000770422,0.00077723,300.447,0
53,0.000821357,0.000870302,1357.39,0
54,0.000721039,0.000743487,6588.75,0.000143535
55,0.00086093,0.000743119,2902.87,2.74156e-06
56,0.000777653,0.00087579,1520.96,0
57,0.000768724,0.00080876,300.819,0
58,0.000759547,0.000823409,311.536,0
59,0.000757678,0.000883914,7648.58,0.000209003
60,0.00077836,0.000827433,300.451,0
61,0.0007868,0.000894308,8915.86,0.000298624
62,0.000880479,0.000800263,3377.12,1.09851e-05
63,0.000779963,0.000855895,366.744,0
64,0.000760349,0.000791375,300.825,0
65,0.000775361,0.000734875,570.989,0
66,0.000801915,0.00085187,336.526,0
67,0.000808,0.000840236,305.847,0
68,0.000738521,0.000842442,1436.92,0
69,0.000799373,0.000825466,300.106,0
70,0.000783553,0.000753114,306.787,0
71,0.000850424,0.000867677,2600.58,3.74934e-07
72,0.000789488,0.000899332,8915.86,0.000298624
73,0.000716217,0.000852408,11505.4,0.000581528
74,0.000789775,0.000815032,300.029,0
75,0.000766408,0.000727784,1921.96,0
76,0.000731021,0.00082348,577.708,0
77,0.000737903,0.0007591,1526.22,0
78,0.00078058,0.00082077,300.157,0
79,0.000816127,0.000753508,307.562,0
80,0.000868207,0.00079287,497.093,0
81,0.000825601,0.000742269,370.776,0
82,0.000852192,0.000872522,5634.34,9.02812e-05
83,0.000776195,0.000732804,570.989,0
84,0.000757442,0.000882295,7648.58,0.000209003
85,0.000788658,0.000754461,306.787,0
86,0.000747728,0.00087323,5707.49,9.27106e-05
