id,x,y,T,phi
0,0.000836249,0.000881556,3718.89,1.37617e-05
1,0.000727551,0.000749522,5605.33,6.98426e-05
2,0.000854025,0.000839238,350.979,0
3,0.000765978,0.000858609,354.398,0
4,0.000777954,0.000769297,300.429,0
5,0.000795843,0.000776616,300.017,0
6,0.000896878,0.000800474,7789.95,0.000171664
7,0.000726318,0.00073297,10052.8,0.000300701
8,0.000878131,0.000803471,808.295,0
9,0.000784997,0.000797646,300.002,0
10,0.000860536,0.000818276,396.93,0
11,0.000810661,0.000898101,7839.24,0.000172893
12,0.00077785,0.000779618,300.07,0
13,0.000861501,0.000793496,390.565,0
14,0.000843529,0.000747342,481.363,0
15,0.000721477,0.000825242,933.974,0
16,0.000810766,0.000795909,300.002,0
17,0.000743573,0.000849486,463.077,0
18,0.000801513,0.000812545,300.001,0
19,0.000780012,0.000755159,301.81,0
20,0.000838992,0.000732328,608.337,0
21,0.000767742,0.000826326,300.426,0
22,0.000801438,0.000757335,301.654,0
23,0.000817031,0.00086294,394.214,0
24,0.000873892,0.000814729,834.384,0
25,0.00071276,0.000828495,2865.08,1.84609e-06
26,0.000856304,0.000772047,323.902,0
27,0.00076055,0.000875607,1532.28,0
28,0.000725118,0.000790141,806.988,0
29,0.000854869,0.000718752,11035.5,0.00038726
30,0.000716227,0.000778663,2907.64,2.21028e-06
31,0.000874782,0.00078341,844.075,0
32,0.000787329,0.000876875,857.379,0
33,0.000827629,0.000846897,302.817,0
34,0.000788916,0.000805789,300.002,0
35,0.000783042,0.000860508,401.956,0
36,0.000803749,0.000811258,300.001,0
37,0.000821065,0.000718332,3231.09,5.90208e-06
38,0.000869646,0.000765228,594.214,0
39,0.000869442,0.000758908,1024.74,0
40,0.000712414,0.000828793,2865.08,1.84609e-06
41,0.00077874,0.000822408,300.072,0
42,0.000758778,0.000729366,2444.53,9.20705e-10
43,0.000788104,0.00087597,857.379,0
44,0.000744455,0.000850271,822.336,0
45,0.000857396,0.000719857,11035.5,0.00038726
46,0.000807471,0.000884625,2556.91,1.72946e-07
47,0.000848979,0.000812718,301.851,0
48,0.000864653,0.000854098,1951.27,0
49,0.0008198,0.000863256,394.214,0
50,0.000706486,0.000814588,7841.29,0.000172924
51,0.000774806,0.000729303,924.544,0
52,0.000770422,0.00077723,300.07,0
53,0.000821357,0.000870302,914.332,0
54,0.000721039,0.000743487,5605.33,6.98426e-05
55,0.00086093,0.000743119,2088.58,0
56,0.000777653,0.00087579,1033.71,0
57,0.000768724,0.00080876,300.173,0
58,0.000759547,0.000823409,303.035,0
59,0.000757678,0.000883914,6666.5,0.000114075
60,0.00077836,0.000827433,300.072,0
61,0.0007868,0.000894308,7986.5,0.00017779
62,0.000880479,0.000800263,2560.79,1.83565e-07
63,0.000779963,0.000855895,324.016,0
64,0.000760349,0.000791375,300.174,0
65,0.000775361,0.000734875,422.574,0
66,0.000801915,0.00085187,313.077,0
67,0.000808,0.000840236,301.614,0
68,0.000738521,0.000842442,972.07,0
69,0.000799373,0.000825466,300.017,0
70,0.000783553,0.000753114,301.81,0
71,0.000850424,0.000867677,1856.71,0
72,0.000789488,0.000899332,7986.5,0.00017779
73,0.000716217,0.000852408,11040.7,0.000404602
74,0.000789775,0.000815032,300.003,0
75,0.000766408,0.000727784,1310.26,0
76,0.000731021,0.00082348,425.424,0
77,0.000737903,0.0007591,1034.21,0
78,0.00078058,0.00082077,300.024,0
79,0.000816127,0.000753508,302.009,0
80,0.000868207,0.00079287,390.565,0
81,0.000825601,0.000742269,325.383,0
82,0.000852192,0.000872522,4613.41,3.61066e-05
83,0.000776195,0.000732804,422.574,0
84,0.000757442,0.000882295,6666.5,0.000114075
85,0.000788658,0.000754461,301.81,0
86,0.000747728,0.00087323,4667.37,3.72581e-05
87,0.000828872,0.000788678,300.024,0
88,0.000737338,0.000792982,389.909,0
89,0.000758802,0.00071827,6330.85,0.000100001
90,0.000821808,0.000882925,2830.55,1.58847e-06
91,0.000775416,0.000730645,422.574,0
92,0.000821716,0.00084259,302.817,0
93,0.000701436,0.00078966,7854.14,0.00017334
94,0.000851057,0.000798798,313.232,0
95,0.000708262,0.000764811,9487.77,0.000257165
96,0.000835293,0.000887067,3718.89,1.37617e-05
97,0.000783794,0.00074974,314.165,0
98,0.000856999,0.000727766,5481.47,6.40939e-05
99,0.000848433,0.000758777,343.139,0
100,0.000884804,0.000763703,4480.52,3.15309e-05
101,0.000756814,0.000722615,2444.53,9.20705e-10
102,0.000747044,0.000854796,822.336,0
103,0.000895636,0.000784029,7913.76,0.000174968
104,0.000781836,0.000850093,315.348,0
105,0.000733941,0.000822189,425.424,0
106,0.000844756,0.000889115,6202.53,9.36957e-05
107,0.000786565,0.000800516,300.002,0
108,0.000771743,0.000831461,300.469,0
109,0.000784336,0.000715169,2604.92,3.24863e-07
110,0.000746468,0.000785341,314.502,0
111,0.000753277,0.000746101,465.948,0
112,0.000757723,0.000773218,303.271,0
113,0.000701404,0.000808232,7781.23,0.000171479
114,0.000712784,0.000838136,3884.59,1.69286e-05
115,0.000763766,0.000753225,309.497,0
116,0.000853766,0.000738368,2185.26,0
117,0.000752023,0.000800243,301.615,0
118,0.000808797,0.000724882,813.147,0
119,0.000820869,0.000799285,300.017,0
120,0.000787341,0.000867373,401.956,0
121,0.000798653,0.000706015,7786.32,0.000171577
122,0.000752566,0.000885327,6666.5,0.000114075
123,0.000733191,0.000767378,573.495,0
124,0.000888122,0.000845142,6771.43,0.000120206
125,0.000820059,0.000851523,319.448,0
126,0.000748407,0.000804785,313.073,0
127,0.000751835,0.00083751,309.274,0
128,0.000883141,0.000760888,4480.52,3.15309e-05
129,0.000806774,0.000825657,300.016,0
130,0.000748319,0.000863565,1878.59,0
131,0.000785846,0.000848387,301.968,0
132,0.000832997,0.000753776,311.181,0
133,0.000790563,0.000764263,300.174,0
134,0.00077858,0.0008712,1033.71,0
135,0.000797474,0.000864741,391.156,0
