id,x,y,T,phi
0,0.000836249,0.000881556,6065.63,0.000146366
1,0.000727551,0.000749522,7716.29,0.000295585
2,0.000854025,0.000839238,644.992,0
3,0.000765978,0.000858609,655.418,0
4,0.000777954,0.000769297,312.127,0
5,0.000795843,0.000776616,300.819,0
6,0.000896878,0.000800474,9682.92,0.000505609
7,0.000726318,0.00073297,11437.6,0.000738099
8,0.000878131,0.000803471,1814.25,0
9,0.000784997,0.000797646,300.141,0
10,0.000860536,0.000818276,794.706,0
11,0.000810661,0.000898101,9758.95,0.000510224
12,0.00077785,0.000779618,303.318,0
13,0.000861501,0.000793496,752.987,0
14,0.000843529,0.000747342,1126.44,0
15,0.000721477,0.000825242,2195.22,0
16,0.000810766,0.000795909,300.147,0
17,0.000743573,0.000849486,1055.82,0
18,0.000801513,0.000812545,300.139,0
19,0.000780012,0.000755159,328.967,0
20,0.000838992,0.000732328,1455.73,0
21,0.000767742,0.000826326,312.009,0
22,0.000801438,0.000757335,325.164,0
23,0.000817031,0.00086294,779.878,0
24,0.000873892,0.000814729,1913.08,0
25,0.00071276,0.000828495,5066.77,8.47664e-05
26,0.000856304,0.000772047,501.151,0
27,0.00076055,0.000875607,3162.55,8.74238e-06
28,0.000725118,0.000790141,1806.46,0
29,0.000854869,0.000718752,12092.5,0.000865397
30,0.000716227,0.000778663,5116.61,8.76044e-05
31,0.000874782,0.00078341,1948.25,0
32,0.000787329,0.000876875,1967.18,0
33,0.000827629,0.000846897,344.987,0
34,0.000788916,0.000805789,300.141,0
35,0.000783042,0.000860508,814.77,0
36,0.000803749,0.000811258,300.139,0
37,0.000821065,0.000718332,5450.35,0.000109027
38,0.000869646,0.000765228,1429.41,0
39,0.000869442,0.000758908,2351.66,0
40,0.000712414,0.000828793,5066.77,8.47664e-05
41,0.00077874,0.000822408,303.31,0
42,0.000758778,0.000729366,4491.86,5.63209e-05
43,0.000788104,0.00087597,1967.18,0
44,0.000744455,0.000850271,1951.62,0
45,0.000857396,0.000719857,12092.5,0.000865397
46,0.000807471,0.000884625,4494.37,5.93626e-05
47,0.000848979,0.000812718,329.498,0
48,0.000864653,0.000854098,3795.06,2.76232e-05
49,0.0008198,0.000863256,779.878,0
50,0.000706486,0.000814588,9766.11,0.000510495
51,0.000774806,0.000729303,2164.72,0
52,0.000770422,0.00077723,303.318,0
53,0.000821357,0.000870302,2141.34,0
54,0.000721039,0.000743487,7716.29,0.000295585
55,0.00086093,0.000743119,4054.33,3.66817e-05
56,0.000777653,0.00087579,2345.26,0
57,0.000768724,0.00080876,304.645,0
58,0.000759547,0.000823409,347.899,0
59,0.000757678,0.000883914,8746.98,0.000394536
60,0.00077836,0.000827433,303.31,0
61,0.0007868,0.000894308,9901.69,0.000522904
62,0.000880479,0.000800263,4506.12,5.97761e-05
63,0.000779963,0.000855895,496.524,0
64,0.000760349,0.000791375,304.686,0
65,0.000775361,0.000734875,919.95,0
66,0.000801915,0.00085187,411.719,0
67,0.000808,0.000840236,324.187,0
68,0.000738521,0.000842442,2225.98,0
69,0.000799373,0.000825466,300.832,0
70,0.000783553,0.000753114,328.967,0
71,0.000850424,0.000867677,3681.51,2.33924e-05
72,0.000789488,0.000899332,9901.69,0.000522904
73,0.000716217,0.000852408,12019,0.000880335
74,0.000789775,0.000815032,300.31,0
75,0.000766408,0.000727784,2904.56,3.65817e-06
76,0.000731021,0.00082348,933.514,0
77,0.000737903,0.0007591,2347.61,0
78,0.00078058,0.00082077,301.286,0
79,0.000816127,0.000753508,332.005,0
80,0.000868207,0.00079287,752.987,0
81,0.000825601,0.000742269,508.135,0
82,0.000852192,0.000872522,6852.78,0.000213237
83,0.000776195,0.000732804,919.95,0
84,0.000757442,0.000882295,8746.98,0.000394536
85,0.000788658,0.000754461,328.967,0
86,0.000747728,0.00087323,6946.93,0.000218374
87,0.000828872,0.000788678,301.344,0
88,0.000737338,0.000792982,746.968,0
89,0.000758802,0.00071827,8474.16,0.000364445
90,0.000821808,0.000882925,5002.05,8.18211e-05
91,0.000775416,0.000730645,919.95,0
92,0.000821716,0.00084259,344.987,0
93,0.000701436,0.00078966,9780.41,0.000511638
94,0.000851057,0.000798798,414.057,0
95,0.000708262,0.000764811,11163.5,0.00067376
96,0.000835293,0.000887067,6065.63,0.000146366
97,0.000783794,0.00074974,426.292,0
98,0.000856999,0.000727766,7660.21,0.00028531
99,0.000848433,0.000758777,612.493,0
100,0.000884804,0.000763703,6836.22,0.00020485
101,0.000756814,0.000722615,4491.86,5.63209e-05
102,0.000747044,0.000854796,1951.62,0
103,0.000895636,0.000784029,9864.48,0.000517154
104,0.000781836,0.000850093,435.054,0
105,0.000733941,0.000822189,933.514,0
106,0.000844756,0.000889115,8353.19,0.000351694
107,0.000786565,0.000800516,300.141,0
108,0.000771743,0.000831461,312.528,0
109,0.000784336,0.000715169,4612.91,6.39426e-05
110,0.000746468,0.000785341,429.86,0
111,0.000753277,0.000746101,1074.86,0
112,0.000757723,0.000773218,350.561,0
113,0.000701404,0.000808232,9665.35,0.000504717
114,0.000712784,0.000838136,6252.79,0.000159041
115,0.000763766,0.000753225,410.495,0
116,0.000853766,0.000738368,4135.62,4.07889e-05
117,0.000752023,0.000800243,324.228,0
118,0.000808797,0.000724882,1832.95,0
119,0.000820869,0.000799285,300.841,0
120,0.000787341,0.000867373,814.77,0
121,0.000798653,0.000706015,9676.37,0.000505252
122,0.000752566,0.000885327,8746.98,0.000394536
123,0.000733191,0.000767378,1383.98,0
124,0.000888122,0.000845142,8792.45,0.000404342
125,0.000820059,0.000851523,473.337,0
126,0.000748407,0.000804785,411.696,0
127,0.000751835,0.00083751,408.166,0
128,0.000883141,0.000760888,6836.22,0.00020485
129,0.000806774,0.000825657,300.805,0
130,0.000748319,0.000863565,3739.48,2.50899e-05
131,0.000785846,0.000848387,330.965,0
132,0.000832997,0.000753776,422.193,0
133,0.000790563,0.000764263,304.685,0
134,0.00077858,0.0008712,2345.26,0
135,0.000797474,0.000864741,755.204,0
136,0.000868146,0.000838357,1336.24,0
137,0.000795002,0.000794817,300.036,0
138,0.00083977,0.000819002,306.081,0
139,0.000859813,0.000819754,429.189,0
140,0.000892746,0.000816257,9806.55,0.000513827
141,0.000729531,0.000828685,2195.22,0
142,0.000761344,0.000872291,3162.55,8.74238e-06
143,0.000839119,0.000795517,304.788,0
144,0.000858563,0.000729575,7660.21,0.00028531
145,0.000848543,0.000812086,329.498,0
146,0.000746418,0.000787285,429.86,0
147,0.000826861,0.000749552,508.135,0
148,0.000850873,0.000788713,434.383,0
149,0.000836956,0.000743371,690.546,0
150,0.000762575,0.000823306,312.009,0
151,0.000853976,0.000863888,3681.51,2.33924e-05
152,0.000835769,0.000793069,304.788,0
153,0.000881735,0.000821571,5161.07,9.06285e-05
154,0.000742277,0.000825618,483.563,0
155,0.000799534,0.000886257,4533.34,6.09479e-05
156,0.000837509,0.00082089,311.731,0
157,0.000775335,0.00073938,919.95,0
158,0.00082078,0.000787748,301.344,0
159,0.000804265,0.000866373,746.176,0
160,0.000812544,0.000827953,301.181,0
161,0.000737571,0.000726184,11314.3,0.000726502
162,0.000760389,0.000740017,643.531,0
163,0.000791743,0.000734513,747.686,0
