id,x,y,T,phi
0,0.000836249,0.000881556,5697.22,0.000111882
1,0.000727551,0.000749522,7407.86,0.000244303
2,0.000854025,0.000839238,567.161,0
3,0.000765978,0.000858609,576.11,0
4,0.000777954,0.000769297,307.639,0
5,0.000795843,0.000776616,300.466,0
6,0.000896878,0.000800474,9420.57,0.000434449
7,0.000726318,0.00073297,11255.9,0.000649024
8,0.000878131,0.000803471,1606.83,0
9,0.000784997,0.000797646,300.073,0
10,0.000860536,0.000818276,695.907,0
11,0.000810661,0.000898101,9493.58,0.00043832
12,0.00077785,0.000779618,301.94,0
13,0.000861501,0.000793496,662.908,0
14,0.000843529,0.000747342,977.323,0
15,0.000721477,0.000825242,1941.47,0
16,0.000810766,0.000795909,300.076,0
17,0.000743573,0.000849486,917.476,0
18,0.000801513,0.000812545,300.072,0
19,0.000780012,0.000755159,319.604,0
20,0.000838992,0.000732328,1270.83,0
21,0.000767742,0.000826326,307.569,0
22,0.000801438,0.000757335,317.125,0
23,0.000817031,0.00086294,683.85,0
24,0.000873892,0.000814729,1691.26,0
25,0.00071276,0.000828495,4703.22,6.02493e-05
26,0.000856304,0.000772047,450.619,0
27,0.00076055,0.000875607,2862.9,2.95955e-06
28,0.000725118,0.000790141,1600.59,0
29,0.000854869,0.000718752,11947.5,0.000769611
30,0.000716227,0.000778663,4752.71,6.25906e-05
31,0.000874782,0.00078341,1721.28,0
32,0.000787329,0.000876875,1741.25,0
33,0.000827629,0.000846897,330.717,0
34,0.000788916,0.000805789,300.073,0
35,0.000783042,0.000860508,713.135,0
36,0.000803749,0.000811258,300.072,0
37,0.000821065,0.000718332,5093.77,8.06382e-05
38,0.000869646,0.000765228,1245.45,0
39,0.000869442,0.000758908,2091.17,0
40,0.000712414,0.000828793,4703.22,6.02493e-05
41,0.00077874,0.000822408,301.941,0
42,0.000758778,0.000729366,4145.76,3.74685e-05
43,0.000788104,0.00087597,1741.25,0
44,0.000744455,0.000850271,1722.04,0
45,0.000857396,0.000719857,11947.5,0.000769611
46,0.000807471,0.000884625,4166.86,4.03932e-05
47,0.000848979,0.000812718,319.993,0
48,0.000864653,0.000854098,3474.95,1.5612e-05
49,0.0008198,0.000863256,683.85,0
50,0.000706486,0.000814588,9499.81,0.000438524
51,0.000774806,0.000729303,1914.19,0
52,0.000770422,0.00077723,301.94,0
53,0.000821357,0.000870302,1893.14,0
54,0.000721039,0.000743487,7407.86,0.000244303
55,0.00086093,0.000743119,3717.03,2.21616e-05
56,0.000777653,0.00087579,2088,0
57,0.000768724,0.00080876,302.9,0
58,0.000759547,0.000823409,332.81,0
59,0.000757678,0.000883914,8449.78,0.000332899
60,0.00077836,0.000827433,301.941,0
61,0.0007868,0.000894308,9640.62,0.000449552
62,0.000880479,0.000800263,4177.06,4.0697e-05
63,0.000779963,0.000855895,447.622,0
64,0.000760349,0.000791375,302.925,0
65,0.000775361,0.000734875,798.576,0
66,0.000801915,0.00085187,382.754,0
67,0.000808,0.000840236,316.484,0
68,0.000738521,0.000842442,1979.38,0
69,0.000799373,0.000825466,300.475,0
70,0.000783553,0.000753114,319.604,0
71,0.000850424,0.000867677,3361.47,1.2517e-05
72,0.000789488,0.000899332,9640.62,0.000449552
73,0.000716217,0.000852408,11880.1,0.000785257
74,0.000789775,0.000815032,300.162,0
75,0.000766408,0.000727784,2603.68,4.63337e-07
76,0.000731021,0.00082348,810.12,0
77,0.000737903,0.0007591,2092.51,0
78,0.00078058,0.00082077,300.729,0
79,0.000816127,0.000753508,321.737,0
80,0.000868207,0.00079287,662.908,0
81,0.000825601,0.000742269,456.489,0
82,0.000852192,0.000872522,6515.38,0.000170729
83,0.000776195,0.000732804,798.576,0
84,0.000757442,0.000882295,8449.78,0.000332899
85,0.000788658,0.000754461,319.604,0
86,0.000747728,0.00087323,6604.26,0.000174951
87,0.000828872,0.000788678,300.761,0
88,0.000737338,0.000792982,658.378,0
89,0.000758802,0.00071827,8162.5,0.000305605
90,0.000821808,0.000882925,4642.38,5.79322e-05
91,0.000775416,0.000730645,798.576,0
92,0.000821716,0.00084259,330.717,0
93,0.000701436,0.00078966,9514.15,0.000439524
94,0.000851057,0.000798798,384.385,0
95,0.000708262,0.000764811,10942.3,0.000587611
96,0.000835293,0.000887067,5697.22,0.000111882
97,0.000783794,0.00074974,393.132,0
98,0.000856999,0.000727766,7341.52,0.000234639
99,0.000848433,0.000758777,539.978,0
100,0.000884804,0.000763703,6478.94,0.000162606
101,0.000756814,0.000722615,4145.76,3.74685e-05
102,0.000747044,0.000854796,1722.04,0
103,0.000895636,0.000784029,9596.03,0.00044421
104,0.000781836,0.000850093,400.016,0
105,0.000733941,0.000822189,810.12,0
106,0.000844756,0.000889115,8040.53,0.000294068
107,0.000786565,0.000800516,300.073,0
108,0.000771743,0.000831461,307.946,0
109,0.000784336,0.000715169,4273.86,4.38448e-05
110,0.000746468,0.000785341,395.787,0
111,0.000753277,0.000746101,932.736,0
112,0.000757723,0.000773218,334.746,0
113,0.000701404,0.000808232,9404.26,0.000433727
114,0.000712784,0.000838136,5885.29,0.000122681
115,0.000763766,0.000753225,379.355,0
116,0.000853766,0.000738368,3803.6,2.54295e-05
117,0.000752023,0.000800243,316.506,0
118,0.000808797,0.000724882,1623.01,0
119,0.000820869,0.000799285,300.478,0
120,0.000787341,0.000867373,713.135,0
121,0.000798653,0.000706015,9414.5,0.000434156
122,0.000752566,0.000885327,8449.78,0.000332899
123,0.000733191,0.000767378,1204.75,0
124,0.000888122,0.000845142,8502.65,0.000342215
125,0.000820059,0.000851523,428.626,0
126,0.000748407,0.000804785,382.727,0
127,0.000751835,0.00083751,377.666,0
128,0.000883141,0.000760888,6478.94,0.000162606
129,0.000806774,0.000825657,300.459,0
130,0.000748319,0.000863565,3413.29,1.36652e-05
131,0.000785846,0.000848387,321.06,0
132,0.000832997,0.000753776,388.446,0
133,0.000790563,0.000764263,302.923,0
134,0.00077858,0.0008712,2088,0
135,0.000797474,0.000864741,664.998,0
136,0.000868146,0.000838357,1162.91,0
137,0.000795002,0.000794817,300.017,0
138,0.00083977,0.000819002,303.768,0
139,0.000859813,0.000819754,395.367,0
140,0.000892746,0.000816257,9541.17,0.000441447
141,0.000729531,0.000828685,1941.47,0
142,0.000761344,0.000872291,2862.9,2.95955e-06
143,0.000839119,0.000795517,302.985,0
144,0.000858563,0.000729575,7341.52,0.000234639
145,0.000848543,0.000812086,319.993,0
146,0.000746418,0.000787285,395.787,0
147,0.000826861,0.000749552,456.489,0
148,0.000850873,0.000788713,399.202,0
149,0.000836956,0.000743371,604.897,0
150,0.000762575,0.000823306,307.569,0
151,0.000853976,0.000863888,3361.47,1.2517e-05
152,0.000835769,0.000793069,302.985,0
153,0.000881735,0.000821571,4800.12,6.5155e-05
154,0.000742277,0.000825618,436.604,0
155,0.000799534,0.000886257,4203.05,4.16023e-05
156,0.000837509,0.00082089,307.395,0
157,0.000775335,0.00073938,798.576,0
158,0.00082078,0.000787748,300.761,0
159,0.000804265,0.000866373,657.768,0
160,0.000812544,0.000827953,300.666,0
161,0.000737571,0.000726184,11127.3,0.000638686
162,0.000760389,0.000740017,565.092,0
163,0.000791743,0.000734513,658.855,0
164,0.00078001,0.000791194,300.073,0
165,0.000829007,0.000827296,301.803,0
166,0.000849011,0.000831886,375.836,0
167,0.000788451,0.000828429,300.729,0
168,0.000844748,0.000888276,8040.53,0.000294068
169,0.000801099,0.000786946,300.076,0
170,0.000748902,0.000873879,6604.26,0.000174951
171,0.000759854,0.000744909,932.736,0
172,0.000820813,0.000793114,300.478,0
173,0.00079356,0.000893943,9445.41,0.000435914
174,0.000811305,0.000794976,300.076,0
175,0.000731371,0.000782665,695.129,0
176,0.000738258,0.000744977,3821.35,2.6418e-05
177,0.000891255,0.000766661,11789.3,0.000689771
178,0.000739035,0.000729607,11127.3,0.000638686
179,0.00076046,0.000719713,5762.35,0.000115962
180,0.000852352,0.000854707,1684.31,0
181,0.000838676,0.00071866,6641.77,0.000182539
182,0.000833878,0.000728504,3002.42,5.02054e-06
183,0.000821697,0.000877744,1893.14,0
184,0.00081155,0.000851051,391.753,0
185,0.00085959,0.000814887,395.367,0
186,0.000759316,0.000867285,1913.98,0
187,0.000739125,0.000853399,3560,1.81866e-05
188,0.000755489,0.000869533,1913.98,0
189,0.000748958,0.000801271,382.727,0
190,0.000751779,0.00086785,1913.98,0
191,0.000893862,0.000823589,9963.33,0.000476154
192,0.000863312,0.000786922,707.842,0
193,0.000734369,0.000834239,1158.85,0
194,0.000733018,0.000765379,1204.75,0
195,0.000859453,0.000861497,3361.47,1.2517e-05
