id,x,y,T,phi
0,0.000836249,0.000881556,3941.58,1.93429e-05
1,0.000727551,0.000749522,5825.52,8.29656e-05
2,0.000854025,0.000839238,363.422,0
3,0.000765978,0.000858609,367.315,0
4,0.000777954,0.000769297,300.62,0
5,0.000795843,0.000776616,300.025,0
6,0.000896878,0.000800474,7997.73,0.000193498
7,0.000726318,0.00073297,10215.6,0.000331492
8,0.000878131,0.000803471,875.191,0
9,0.000784997,0.000797646,300.002,0
10,0.000860536,0.000818276,416.285,0
11,0.000810661,0.000898101,8050.27,0.000194931
12,0.00077785,0.000779618,300.107,0
13,0.000861501,0.000793496,408.305,0
14,0.000843529,0.000747342,516.358,0
15,0.000721477,0.000825242,1019.8,0
16,0.000810766,0.000795909,300.003,0
17,0.000743573,0.000849486,494.817,0
18,0.000801513,0.000812545,300.002,0
19,0.000780012,0.000755159,302.446,0
20,0.000838992,0.000732328,659.263,0
21,0.000767742,0.000826326,300.616,0
22,0.000801438,0.000757335,302.223,0
23,0.000817031,0.00086294,412.943,0
24,0.000873892,0.000814729,906.014,0
25,0.00071276,0.000828495,3061.02,3.95752e-06
26,0.000856304,0.000772047,330.368,0
27,0.00076055,0.000875607,1659.34,0
28,0.000725118,0.000790141,873.568,0
29,0.000854869,0.000718752,11154.4,0.000421888
30,0.000716227,0.000778663,3104.9,4.49466e-06
31,0.000874782,0.00078341,917.35,0
32,0.000787329,0.000876875,932.015,0
33,0.000827629,0.000846897,303.83,0
34,0.000788916,0.000805789,300.002,0
35,0.000783042,0.000860508,422.306,0
36,0.000803749,0.000811258,300.002,0
37,0.000821065,0.000718332,3436.14,9.49639e-06
38,0.000869646,0.000765228,643.633,0
39,0.000869442,0.000758908,1118.44,0
40,0.000712414,0.000828793,3061.02,3.95752e-06
41,0.00077874,0.000822408,300.109,0
42,0.000758778,0.000729366,2622.27,3.9355e-07
43,0.000788104,0.00087597,932.015,0
44,0.000744455,0.000850271,897.981,0
45,0.000857396,0.000719857,11154.4,0.000421888
46,0.000807471,0.000884625,2725.69,9.97372e-07
47,0.000848979,0.000812718,302.502,0
48,0.000864653,0.000854098,2105.94,0
49,0.0008198,0.000863256,412.943,0
50,0.000706486,0.000814588,8052.69,0.000194971
51,0.000774806,0.000729303,1008.63,0
52,0.000770422,0.00077723,300.107,0
53,0.000821357,0.000870302,997.338,0
54,0.000721039,0.000743487,5825.52,8.29656e-05
55,0.00086093,0.000743119,2255.32,0
56,0.000777653,0.00087579,1126.74,0
57,0.000768724,0.00080876,300.246,0
58,0.000759547,0.000823409,304.127,0
59,0.000757678,0.000883914,6888.11,0.000131445
60,0.00077836,0.000827433,300.109,0
61,0.0007868,0.000894308,8200.03,0.000200422
62,0.000880479,0.000800263,2730.13,1.02462e-06
63,0.000779963,0.000855895,330.411,0
64,0.000760349,0.000791375,300.248,0
65,0.000775361,0.000734875,447.316,0
66,0.000801915,0.00085187,316.543,0
67,0.000808,0.000840236,302.164,0
68,0.000738521,0.000842442,1060.66,0
69,0.000799373,0.000825466,300.026,0
70,0.000783553,0.000753114,302.446,0
71,0.000850424,0.000867677,2007.59,0
72,0.000789488,0.000899332,8200.03,0.000200422
73,0.000716217,0.000852408,11146.7,0.000439224
74,0.000789775,0.000815032,300.006,0
75,0.000766408,0.000727784,1429.35,0
76,0.000731021,0.00082348,450.839,0
77,0.000737903,0.0007591,1128.55,0
78,0.00078058,0.00082077,300.036,0
79,0.000816127,0.000753508,302.72,0
80,0.000868207,0.00079287,408.305,0
81,0.000825601,0.000742269,332.176,0
82,0.000852192,0.000872522,4837.91,4.52703e-05
83,0.000776195,0.000732804,447.316,0
84,0.000757442,0.000882295,6888.11,0.000131445
85,0.000788658,0.000754461,302.446,0
86,0.000747728,0.00087323,4896.04,4.6646e-05
87,0.000828872,0.000788678,300.038,0
88,0.000737338,0.000792982,407.453,0
89,0.000758802,0.00071827,6554.52,0.000116033
90,0.000821808,0.000882925,3023.31,3.55543e-06
91,0.000775416,0.000730645,447.316,0
92,0.000821716,0.00084259,303.83,0
93,0.000701436,0.00078966,8065.88,0.000195439
94,0.000851057,0.000798798,316.754,0
