id,x,y,T,phi
0,0.000836249,0.000881556,8132.35,0.000527876
1,0.000727551,0.000749522,9381.45,0.00079176
2,0.000854025,0.000839238,1495.28,0
3,0.000765978,0.000858609,1518.46,0
4,0.000777954,0.000769297,423.888,0
5,0.000795843,0.000776616,316.504,0
6,0.000896878,0.000800474,11016.2,0.001145
7,0.000726318,0.00073297,12340.8,0.00149829
8,0.000878131,0.000803471,3419.36,2.51051e-05
9,0.000784997,0.000797646,304.879,0
10,0.000860536,0.000818276,1788.99,0
11,0.000810661,0.000898101,11100.3,0.00115615
12,0.00077785,0.000779618,350.511,0
13,0.000861501,0.000793496,1675.37,0
14,0.000843529,0.000747342,2440.24,7.83629e-10
15,0.000721477,0.000825242,4049.59,5.88485e-05
16,0.000810766,0.000795909,305.04,0
17,0.000743573,0.000849486,2301.72,0
18,0.000801513,0.000812545,304.782,0
19,0.000780012,0.000755159,513.637,0
20,0.000838992,0.000732328,2969.22,7.75706e-06
21,0.000767742,0.000826326,422.466,0
22,0.000801438,0.000757335,484.407,0
23,0.000817031,0.00086294,1754.61,0
24,0.000873892,0.000814729,3603.15,3.36921e-05
25,0.00071276,0.000828495,7196.23,0.000388294
26,0.000856304,0.000772047,1134.87,0
27,0.00076055,0.000875607,5157.88,0.000151442
28,0.000725118,0.000790141,3399.99,2.43008e-05
29,0.000854869,0.000718752,12834.2,0.00167034
30,0.000716227,0.000778663,7245.37,0.000395109
31,0.000874782,0.00078341,3670.42,3.70007e-05
32,0.000787329,0.000876875,3663.55,3.72443e-05
33,0.000827629,0.000846897,602.508,0
34,0.000788916,0.000805789,304.858,0
35,0.000783042,0.000860508,1820.98,0
36,0.000803749,0.000811258,304.782,0
37,0.000821065,0.000718332,7504.41,0.000440196
38,0.000869646,0.000765228,2949.92,7.151e-06
39,0.000869442,0.000758908,4211.75,7.09524e-05
40,0.000712414,0.000828793,7196.23,0.000388294
41,0.00077874,0.000822408,349.985,0
42,0.000758778,0.000729366,6595.06,0.000311842
43,0.000788104,0.00087597,3663.55,3.72443e-05
44,0.000744455,0.000850271,3667.11,3.71012e-05
45,0.000857396,0.000719857,12834.2,0.00167034
46,0.000807471,0.000884625,6490.82,0.000310385
47,0.000848979,0.000812718,514.949,0
48,0.000864653,0.000854098,5806.57,0.000222688
49,0.0008198,0.000863256,1754.61,0
50,0.000706486,0.000814588,11111.9,0.00115721
51,0.000774806,0.000729303,4012.28,5.62675e-05
52,0.000770422,0.00077723,350.511,0
53,0.000821357,0.000870302,3973.6,5.40272e-05
54,0.000721039,0.000743487,9381.45,0.00079176
55,0.00086093,0.000743119,6129.49,0.000255721
56,0.000777653,0.00087579,4187.88,6.96777e-05
57,0.000768724,0.00080876,355.554,0
58,0.000759547,0.000823409,615.025,0
59,0.000757678,0.000883914,10303.3,0.000968774
60,0.00077836,0.000827433,349.985,0
61,0.0007868,0.000894308,11207.1,0.00117874
62,0.000880479,0.000800263,6514.1,0.000312214
63,0.000779963,0.000855895,1108.62,0
64,0.000760349,0.000791375,356.026,0
65,0.000775361,0.000734875,2086.71,0
66,0.000801915,0.00085187,818.001,0
67,0.000808,0.000840236,477.295,0
68,0.000738521,0.000842442,4010.53,5.81943e-05
69,0.000799373,0.000825466,316.463,0
70,0.000783553,0.000753114,513.637,0
71,0.000850424,0.000867677,5708.56,0.0002099
72,0.000789488,0.000899332,11207.1,0.00117874
73,0.000716217,0.000852408,12750.9,0.00167874
74,0.000789775,0.000815032,309.044,0
75,0.000766408,0.000727784,4947.49,0.000127407
76,0.000731021,0.00082348,2106.19,0
77,0.000737903,0.0007591,4160.42,6.86935e-05
78,0.00078058,0.00082077,324.481,0
79,0.000816127,0.000753508,528.501,0
80,0.000868207,0.00079287,1675.37,0
81,0.000825601,0.000742269,1146.36,0
82,0.000852192,0.000872522,8709.97,0.000648625
83,0.000776195,0.000732804,2086.71,0
84,0.000757442,0.000882295,10303.3,0.000968774
85,0.000788658,0.000754461,513.637,0
86,0.000747728,0.00087323,8817.74,0.000662094
87,0.000828872,0.000788678,325.672,0
88,0.000737338,0.000792982,1654.23,0
89,0.000758802,0.00071827,10122.3,0.000920889
90,0.000821808,0.000882925,7121.51,0.000379583
91,0.000775416,0.000730645,2086.71,0
92,0.000821716,0.00084259,602.508,0
93,0.000701436,0.00078966,11125.2,0.00115945
94,0.000851057,0.000798798,830.908,0
95,0.000708262,0.000764811,12240,0.00142029
96,0.000835293,0.000887067,8132.35,0.000527876
97,0.000783794,0.00074974,888.087,0
98,0.000856999,0.000727766,9374.3,0.000779278
99,0.000848433,0.000758777,1423.15,0
100,0.000884804,0.000763703,8782.66,0.000643202
101,0.000756814,0.000722615,6595.06,0.000311842
102,0.000747044,0.000854796,3667.11,3.71012e-05
103,0.000895636,0.000784029,11209.5,0.00117183
104,0.000781836,0.000850093,909.623,0
105,0.000733941,0.000822189,2106.19,0
106,0.000844756,0.000889115,10010.4,0.000898821
107,0.000786565,0.000800516,304.858,0
108,0.000771743,0.000831461,424.625,0
